,1_1_1,1_1_2,1_1_3,1_2_1,1_2_2,1_2_3,1_3_1,1_3_2,1_3_3,1_4_1,1_4_2,1_4_3,1_5_1,1_5_2,1_5_3,1_6_1,1_6_2,1_6_3,1_7_1,1_7_2,1_7_3,1_8_1,1_8_2,1_8_3
ADR1_639_702,554,66,75,296,140,190,316,176,117,43,566,373,0,116,0,0,0,2,0,0,0,0,0,0
ADR1_650_713,0,0,0,0,0,0,0,0,0,16,298,0,182,0,0,1114,0,0,681,0,1,0,710,0
ADR1_661_724,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_672_735,42,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,210,0,464,0,0,158
ADR1_683_746,0,0,0,2,0,65,0,0,1,188,265,1826,696,1765,1238,871,755,2010,197,1821,1411,2003,6307,774
ADR1_694_757,1,0,0,1,2,0,1,0,101,0,1,1408,0,775,263,1053,246,1298,557,215,3777,1800,4601,1
ADR1_705_768,69,28,412,379,42,486,4,76,185,0,0,1,0,121,10,0,224,0,0,0,0,0,0,0
ADR1_716_779,1,0,1,1,4,1,233,243,0,165,56,642,555,101,1315,1650,3433,6078,10018,896,4955,1403,0,2618
ADR1_727_790,0,0,0,0,88,0,0,0,46,16,404,172,4,901,177,248,288,456,0,0,116,0,0,0
ADR1_738_801,230,0,2,3,1,2,0,0,124,24,2,0,396,2866,73,3515,1061,1404,1982,1,3671,3141,4865,836
ADR1_749_812,2,1,1,1,0,0,11,0,0,63,145,188,605,3325,406,2292,4629,5008,1497,2935,2541,2394,4539,1898
ADR1_760_823,0,1,0,0,696,201,94,0,69,0,189,128,0,0,0,1,0,0,0,0,0,0,0,0
ADR1_771_834,0,0,0,0,0,174,274,551,1,85,420,1116,195,2040,645,235,661,328,434,0,0,3,1,1
ADR1_782_845,1,27,1,0,89,0,0,0,2,16,106,0,765,1311,1,917,2162,1,2577,575,2943,9737,303,69
ADR1_793_856,0,0,0,0,0,0,1,0,96,3,48,56,129,278,470,0,330,3160,1,1,3121,1,0,1918
ADR1_804_867,0,14,50,9,0,0,12,167,4,17,2,2,432,3,1,2144,503,1781,9146,4163,10794,25058,40928,5531
ADR1_815_878,0,0,2,0,81,1,1,0,580,57,720,210,0,0,871,1979,3286,2633,1880,893,2701,3847,0,0
ADR1_826_889,0,0,0,0,1,0,0,206,0,0,707,0,395,1606,4,549,39,1240,687,2733,3044,2236,891,1654
ADR1_837_900,0,0,0,0,0,0,172,0,0,0,0,0,574,1091,88,814,376,2170,987,374,668,0,0,0
ADR1_848_911,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,19,0,0,2258,1276,0,1387,1,0
ADR1_859_922,0,0,0,0,10,0,0,1,0,11,0,0,79,0,233,0,243,462,1317,0,0,0,0,0
ADR1_870_933,0,0,0,1,0,0,0,0,0,1,0,0,163,0,0,54,90,0,320,489,0,0,514,0
ADR1_881_944,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,2,0,0,0,0
ADR1_892_955,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1954,460,0,0,0,0,1,0
ADR1_903_966,0,0,0,0,0,0,515,326,2,91,104,195,0,166,138,0,844,1,0,0,0,0,0,1
ADR1_914_977,0,1,0,0,0,5,0,149,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_925_988,0,0,0,0,0,384,0,0,1,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_936_999,0,0,0,0,0,0,45,0,0,33,0,0,261,0,0,0,252,0,458,589,0,0,0,0
ADR1_947_1010,0,0,0,0,1,0,0,255,0,0,0,0,87,184,0,364,0,0,0,0,0,0,0,0
ADR1_958_1021,0,0,0,0,0,1,136,0,0,40,34,500,209,1583,1187,551,577,159,0,0,1197,868,0,0
ADR1_969_1032,0,27,20,274,34,0,296,384,423,12,490,582,522,2127,849,1297,1851,1751,2403,343,3884,0,368,757
ADR1_980_1043,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_991_1054,0,0,0,0,0,0,1054,0,0,101,61,1047,492,399,838,568,829,867,0,1,0,0,0,0
ADR1_1002_1065,612,255,691,622,757,926,852,572,360,117,666,326,55,0,1,0,1,5,2,0,0,0,0,0
ADR1_1013_1076,609,0,53,31,100,0,0,0,0,6,417,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1024_1087,0,3,196,0,73,0,0,0,0,0,42,0,92,45,50,3,0,0,0,0,0,384,0,0
ADR1_1035_1098,0,0,209,0,0,239,58,0,411,133,90,0,625,947,1367,2091,3054,4334,7879,4875,1676,1271,4153,869
ADR1_1046_1109,2,3,1,4,3,2,2,2,2,2,1,326,304,3,3,5427,1906,3209,10517,14971,12011,17803,35435,7776
ADR1_1057_1120,0,0,2,0,0,0,331,0,3,1,946,280,349,884,1865,849,484,2773,4909,2772,5051,2774,3,1
ADR1_1068_1131,0,0,0,0,89,635,649,505,975,136,491,1822,537,2044,1531,797,780,1079,1,66,0,0,0,1
ADR1_1079_1142,0,0,156,0,221,463,1,417,220,147,85,2678,696,462,1594,1648,1282,1273,0,0,0,5,0,0
ADR1_1090_1153,0,0,0,0,0,0,132,0,315,83,109,0,354,1120,506,2400,1430,484,444,1201,813,1,0,0
ADR1_1101_1164,1,0,0,0,94,302,397,0,109,51,0,1527,466,1010,2372,164,1014,1603,1,0,1,0,0,0
ADR1_1112_1175,0,0,0,0,0,0,0,55,0,168,370,0,44,0,0,830,0,1,526,0,0,0,0,0
ADR1_1123_1186,0,0,0,407,177,0,294,713,316,47,63,1031,173,382,135,0,0,0,0,0,0,0,0,0
ADR1_1134_1197,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,819,0,0,0,0,0
ADR1_1145_1208,0,0,0,0,0,1,368,318,1,0,524,0,238,585,101,1082,232,1069,0,0,1,0,0,0
ADR1_1156_1219,0,0,100,279,173,282,178,160,55,12,170,0,0,378,0,1,0,0,0,0,2398,0,0,1
ADR1_1167_1230,1,0,3,38,0,0,1240,94,0,141,64,410,1,695,1526,1177,82,2,303,0,1,0,0,0
ADR1_1178_1241,46,0,0,43,0,27,40,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1189_1252,46,15,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0
ADR1_1200_1263,0,0,192,69,169,100,446,27,127,20,0,125,0,0,0,0,0,1,0,0,0,0,0,0
ADR1_1211_1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADR1_1222_1285,546,0,0,83,70,331,621,121,1213,184,0,577,458,426,705,345,333,2,755,0,0,1,0,0
ADR1_1233_1296,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1071,0,0,2003,1,4542,0,1
ADR1_1244_1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1588,319,4409,348,0,1118,2,1186,0
ADR1_1255_1318,0,0,0,1,24,0,1541,202,747,2,114,828,99,786,212,240,0,5,0,1,0,0,0,2
ADR1_1260_1323,0,0,231,0,0,699,500,0,183,148,349,0,58,1867,0,11,0,0,0,0,0,2,0,0
AFT1_1_64,0,0,0,0,0,0,0,0,0,0,0,0,69,672,0,212,0,0,310,0,0,0,0,0
AFT1_12_75,0,0,0,0,0,0,0,0,0,202,0,0,21,0,0,0,982,0,541,0,0,0,0,0
AFT1_23_86,0,0,28,0,0,1,0,234,0,0,1075,419,88,373,0,0,393,0,1188,525,0,0,0,0
AFT1_34_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_45_108,609,20,0,184,0,0,394,0,594,120,448,1806,640,1524,75,648,270,112,1,220,2069,0,0,0
AFT1_56_119,321,22,141,262,47,821,237,123,21,10,231,0,0,48,0,0,315,3,2,0,0,0,0,0
AFT1_67_130,101,21,0,237,425,0,0,0,2,39,249,0,531,2297,499,1020,932,3525,957,0,0,2,0,0
AFT1_78_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1,0,0,0,0,0,0
AFT1_89_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_100_163,0,0,1,0,0,1,0,0,0,0,3,0,209,1710,0,2438,25,0,2959,2151,616,3897,1550,1
AFT1_111_174,0,0,1,1,0,0,1,1,1,3,1,0,365,143,435,2979,1410,1449,6520,3953,9412,1269,2,1398
AFT1_122_185,1,0,0,176,0,0,0,0,1,0,0,0,0,0,1,0,1751,3347,0,2507,733,1454,3078,1
AFT1_133_196,0,0,0,0,246,2,1,0,298,33,0,389,148,981,825,0,202,959,0,1,0,0,0,0
AFT1_144_207,12,37,218,0,0,808,76,0,192,91,0,267,0,0,160,0,0,1,0,0,0,0,0,0
AFT1_155_218,69,23,226,72,0,0,0,0,0,0,0,56,0,0,0,1,197,105,0,0,0,0,0,0
AFT1_166_229,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,351,0,0,0,0,0,0
AFT1_177_240,0,0,0,0,0,0,0,0,0,0,0,482,309,0,0,433,790,0,0,1685,0,789,0,0
AFT1_188_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_199_262,0,0,0,0,0,0,1,0,2,0,0,3394,1,0,0,0,838,781,1,1730,1,0,0,64
AFT1_210_273,0,0,0,39,0,380,0,0,1,12,208,1367,3,0,585,213,243,0,1,570,0,0,0,0
AFT1_221_284,1,0,0,0,386,0,519,801,256,34,0,389,0,364,603,634,307,2130,1,0,79,1,0,1
AFT1_232_295,0,0,0,475,7,0,693,449,204,28,453,0,0,90,224,0,0,143,0,0,0,0,0,0
AFT1_243_306,245,0,1748,398,156,727,296,280,517,48,637,115,76,1,121,0,0,1,0,0,0,0,0,0
AFT1_254_317,0,0,0,0,139,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0
AFT1_265_328,90,0,0,129,1,214,49,0,0,0,121,0,63,540,392,811,0,0,0,60,0,0,0,0
AFT1_276_339,94,37,268,1006,6,200,92,181,115,59,1,0,249,816,0,0,1,86,1,0,0,1,0,0
AFT1_287_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_298_361,0,0,0,0,0,102,0,0,648,16,0,397,0,0,0,0,597,0,0,0,0,0,0,0
AFT1_309_372,0,0,0,0,0,0,1,0,1461,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AFT1_320_383,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
AFT1_331_394,0,0,0,0,0,1,0,129,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_342_405,0,3,0,13,0,0,0,65,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_353_416,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,49,0,84,0,0,0,0,0,0
AFT1_364_427,0,0,83,0,0,24,389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AFT1_375_438,0,0,0,1,0,1221,0,0,1097,88,204,1,430,1374,861,234,0,0,173,1,0,0,0,0
AFT1_386_449,85,16,0,48,73,841,186,0,110,0,202,465,58,58,32,194,508,538,1,0,364,0,0,0
AFT1_397_460,0,0,0,964,97,72,98,0,171,69,0,449,130,0,200,0,0,0,0,0,0,0,0,0
AFT1_408_471,85,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_419_482,25,0,7,273,144,0,16,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AFT1_430_493,0,0,226,30,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_441_504,0,0,0,0,0,0,0,0,0,0,0,219,0,230,1,179,812,0,0,0,248,0,0,0
AFT1_452_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,587,0,0,0,0,0
AFT1_463_526,541,137,848,931,143,382,55,0,344,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AFT1_474_537,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AFT1_485_548,125,0,207,150,26,14,111,0,145,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
AFT1_496_559,0,0,0,0,0,0,15,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
AFT1_507_570,1,0,256,7,129,459,38,251,333,46,437,143,48,0,473,0,0,0,0,0,0,0,0,0
AFT1_518_581,0,0,0,0,0,0,0,0,0,43,0,212,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_529_592,197,0,0,208,0,599,114,12,227,0,176,158,525,0,359,0,0,0,0,0,0,1,0,0
AFT1_540_603,0,0,0,0,57,0,0,0,0,0,0,113,136,160,661,259,0,0,0,0,0,0,0,0
AFT1_551_614,281,51,368,965,218,408,200,240,332,5,0,169,1,172,1,0,0,2,0,0,0,0,0,0
AFT1_562_625,149,0,0,0,0,0,0,0,0,52,0,0,139,0,528,699,0,186,0,2,0,0,0,0
AFT1_573_636,0,10,0,150,229,0,0,115,46,2,0,607,0,0,0,0,0,0,0,122,0,1088,0,0
AFT1_584_647,0,0,1,1,0,0,513,173,286,137,39,267,213,245,179,551,0,80,0,0,0,11,0,0
AFT1_595_658,0,0,0,21,10,0,3,0,453,42,29,4,0,819,521,0,0,44,0,0,0,1,0,0
AFT1_606_669,0,0,0,0,0,0,0,0,94,0,277,52,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_617_680,0,0,0,0,0,0,366,40,0,0,0,232,0,781,0,0,149,0,0,65,0,0,0,0
AFT1_628_691,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT1_627_690,677,62,221,0,51,84,0,502,0,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AFT2_1_64,167,0,0,36,0,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT2_12_75,0,0,0,0,25,1,0,0,0,31,0,0,152,0,1,27,1,0,2149,13,0,0,0,0
AFT2_23_86,108,28,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT2_34_97,0,0,13,380,159,871,455,786,640,0,445,534,529,486,0,0,544,2,0,0,0,1,0,0
AFT2_45_108,0,0,0,0,0,0,0,0,0,0,0,0,86,0,204,313,0,0,0,0,154,0,0,0
AFT2_56_119,0,0,0,0,0,0,0,0,0,0,0,0,81,0,539,1043,866,0,526,0,0,0,0,0
AFT2_67_130,0,1,0,0,0,0,0,0,1,45,36,0,577,266,532,310,1895,978,1236,2840,1702,0,0,0
AFT2_78_141,93,0,27,8,38,0,424,0,76,90,400,118,440,224,1112,328,437,1233,0,0,0,1,0,0
AFT2_89_152,1,0,0,0,0,0,248,1,0,38,0,0,145,19,339,375,0,1099,0,993,714,8,3755,0
AFT2_100_163,0,2,0,0,0,0,0,0,102,0,0,518,0,0,0,0,0,1,178,0,0,0,0,0
AFT2_111_174,0,21,152,284,270,175,326,70,324,9,60,884,51,0,622,1,0,1,0,0,0,0,0,0
AFT2_122_185,0,0,0,92,1,0,629,0,438,12,83,629,138,741,10,0,0,365,0,0,0,0,0,0
AFT2_133_196,0,0,0,0,0,0,965,0,0,0,0,0,14,178,0,673,0,1,386,0,0,0,0,0
AFT2_144_207,0,0,0,177,0,0,0,0,51,0,258,0,1,0,766,0,0,1,0,0,0,0,0,0
AFT2_155_218,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0
AFT2_166_229,0,0,0,0,0,526,360,0,0,10,732,1050,257,781,346,338,1513,439,0,0,0,0,1,0
AFT2_177_240,244,29,896,504,19,1536,22,509,461,0,0,386,0,0,0,0,0,0,0,0,1,0,0,0
AFT2_188_251,0,168,124,257,206,1931,208,189,14,49,323,0,0,565,0,307,2,0,0,0,0,0,0,0
AFT2_199_262,224,166,643,158,47,0,6,0,56,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AFT2_210_273,597,218,2670,852,114,533,29,6,173,0,0,345,0,0,0,1,0,0,0,0,0,0,0,0
AFT2_221_284,912,93,1242,0,21,219,151,1200,382,25,27,0,0,0,3,0,0,0,0,0,0,0,0,1
AFT2_232_295,93,12,89,121,0,182,0,0,0,0,0,0,0,0,2,0,0,0,0,79,0,0,0,0
AFT2_243_306,0,0,294,388,184,384,190,362,563,18,13,250,0,0,362,113,809,0,0,2,0,0,0,0
AFT2_254_317,0,0,0,0,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT2_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT2_276_339,1,2,79,102,0,65,0,0,103,40,169,0,0,0,304,0,0,0,0,0,1,0,0,0
AFT2_287_350,104,6,502,10,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT2_298_361,72,23,149,321,193,18,0,0,0,0,0,0,93,0,0,3,500,0,0,0,0,0,0,0
AFT2_309_372,1055,309,281,0,309,304,81,410,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFT2_320_383,620,240,1054,22,97,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AFT2_331_394,193,26,150,23,2,198,0,0,0,35,0,0,0,307,0,0,0,0,0,0,0,0,0,0
AFT2_342_405,69,25,132,252,48,218,0,0,0,0,0,286,0,0,0,0,146,0,0,0,0,0,0,0
AFT2_353_416,0,0,0,0,5,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0
ARG56_1_64,208,120,647,946,110,671,298,649,1096,26,75,313,212,0,0,0,0,0,0,0,0,0,0,0
ARG56_12_75,173,97,0,88,60,839,326,265,35,14,20,0,0,0,0,0,0,1,0,0,0,0,0,0
ARG56_23_86,970,0,0,413,0,600,263,0,569,151,76,265,28,1008,0,1,24,99,0,0,0,185,55,0
ARG56_34_97,0,12,0,152,0,0,66,0,3,102,0,1,8,322,0,0,2139,0,1439,0,0,0,0,0
ARG56_45_108,0,0,69,0,0,0,0,253,0,0,758,647,184,407,0,773,245,0,247,0,0,0,0,0
ARG56_56_119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,982,0,541,0,933,0,322
ARG56_67_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6784,0
ARG56_78_141,1,41,2,0,0,0,0,136,0,0,1,45,94,888,1179,0,408,1240,1143,1141,901,0,1760,727
ARG56_89_152,259,60,0,408,103,200,121,538,236,17,80,217,225,0,0,0,0,4,0,0,0,1,0,3
ARG56_100_163,0,0,0,0,1,156,1,0,0,1,0,1,0,1,0,0,0,1,1003,2297,0,0,1260,0
ARG56_111_174,0,0,0,0,0,229,165,0,0,59,0,204,545,0,0,863,1432,358,0,770,2378,0,0,0
ARG56_122_185,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,278,0,0,0,0,0,0
ARG56_133_196,104,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,173,0,0,0,0,0
ARG56_144_207,228,0,279,248,319,852,300,478,80,45,0,612,0,0,0,0,0,0,1,0,0,0,0,0
ARG56_155_218,0,0,0,0,0,0,473,0,0,0,0,0,0,0,1,0,220,1310,0,0,0,0,3456,0
ARG56_166_229,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_177_240,140,0,0,0,0,313,46,0,0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ARG56_188_251,0,0,0,815,0,0,0,0,0,0,0,0,0,0,1033,86,0,0,0,0,0,0,0,0
ARG56_199_262,245,92,123,0,163,0,79,7,1,111,347,135,236,195,0,67,0,496,0,0,0,0,0,0
ARG56_210_273,211,0,316,134,11,499,486,37,349,1,170,1616,0,40,233,0,0,139,0,0,0,0,0,0
ARG56_221_284,260,0,276,1068,277,293,121,158,326,102,31,89,0,156,26,0,0,0,605,598,0,0,1,0
ARG56_232_295,129,68,461,308,0,663,1,275,840,2,455,0,71,110,0,0,0,0,0,0,0,0,0,0
ARG56_243_306,0,57,97,0,70,2,0,248,52,34,35,0,268,548,0,0,131,0,0,0,0,0,0,0
ARG56_254_317,0,0,0,72,0,0,0,0,0,49,0,0,0,0,0,0,0,207,0,0,0,0,0,0
ARG56_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,336,1418,1946,5177,0,0,1
ARG56_276_339,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,364,0,0,170,870,0,0,0,0
ARG56_287_350,1,0,1,0,0,0,0,413,0,0,1,2666,12,3053,1117,451,2379,5188,516,1236,2477,0,0,0
ARG56_298_361,0,0,0,436,180,0,1251,479,0,103,612,765,117,0,561,271,0,3,1,0,0,1,0,0
ARG56_309_372,0,3,0,0,0,33,175,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
ARG56_320_383,90,15,546,402,120,80,104,363,369,0,39,0,31,0,0,0,0,0,0,0,0,0,0,0
ARG56_331_394,18,0,0,594,76,0,0,0,113,51,15,36,52,182,0,258,1,111,1,0,0,0,0,0
ARG56_342_405,0,0,0,225,0,0,0,0,0,0,0,0,0,0,930,0,0,0,397,0,0,0,0,0
ARG56_353_416,1171,241,718,649,160,933,78,190,330,9,69,129,142,0,0,0,0,1,0,0,0,0,0,0
ARG56_364_427,44,0,0,95,0,0,553,0,0,0,4,0,0,0,153,0,162,294,0,75,0,0,0,0
ARG56_375_438,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,474,0,0,0,0,0,0,0
ARG56_386_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_397_460,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,40,0,0,0,0
ARG56_408_471,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,632,0,0,0,0,0,0,0
ARG56_419_482,0,1,0,1,41,110,0,1,1,2,0,0,1,8,0,716,0,3,447,0,1181,11013,7984,6190
ARG56_430_493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_441_504,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
ARG56_452_515,0,0,381,0,0,243,364,0,932,16,835,0,601,867,1707,262,0,307,0,1,0,0,0,0
ARG56_463_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,146,0,0,0,0,0,0,0,0
ARG56_474_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_485_548,0,0,0,0,0,0,0,468,0,0,0,0,0,0,65,0,0,92,0,0,0,0,0,0
ARG56_496_559,0,0,1,0,19,0,0,286,1,99,206,158,178,0,2037,32,0,171,1,0,1385,0,0,0
ARG56_507_570,0,0,0,472,270,295,552,115,18,30,567,132,301,498,328,0,13,252,0,0,0,0,0,0
ARG56_518_581,561,126,382,0,42,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARG56_529_592,0,0,0,0,0,0,0,0,0,1,0,0,533,0,232,0,0,0,0,0,369,1,0,0
ARG56_540_603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_551_614,0,0,251,16,153,0,72,325,0,43,0,154,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_562_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_573_636,271,0,0,857,109,0,83,161,506,10,0,525,3,90,26,0,0,1,0,0,0,0,1,0
ARG56_584_647,1,0,0,0,0,0,350,0,333,83,1016,1,1016,702,16,874,847,553,1148,773,516,0,0,0
ARG56_595_658,405,13,151,45,238,33,2,0,0,0,159,38,20,361,517,339,1170,0,0,0,0,0,0,0
ARG56_606_669,0,0,0,0,11,0,0,0,0,59,0,0,0,144,0,323,51,0,31,0,0,0,1,0
ARG56_617_680,0,0,0,192,177,0,741,0,102,156,173,602,661,361,243,110,715,2,0,0,0,0,0,0
ARG56_628_691,0,0,0,0,0,0,0,0,0,21,153,0,175,450,814,0,333,0,1567,0,1,0,0,0
ARG56_639_702,0,0,0,0,93,0,224,0,0,91,83,0,15,459,763,33,0,0,103,0,0,0,0,0
ARG56_650_713,0,3,0,0,0,0,114,0,59,0,0,1047,219,689,219,111,0,123,0,0,1,0,0,0
ARG56_661_724,0,84,72,100,0,288,252,294,761,0,136,721,117,0,402,0,0,1,0,0,0,0,0,0
ARG56_672_735,36,0,0,0,0,0,0,0,0,0,0,2,0,198,0,367,1,1529,1,0,7115,1,2,0
ARG56_683_746,299,0,0,0,0,0,0,0,0,0,100,151,0,533,1,0,682,0,0,1,1,0,0,0
ARG56_694_757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0
ARG56_705_768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_716_779,0,0,117,0,0,1,0,1,0,0,0,0,288,581,2,591,449,956,198,1619,0,0,3440,1
ARG56_727_790,42,0,0,177,0,40,174,11,351,29,888,699,621,322,355,65,49,183,0,0,0,0,0,0
ARG56_738_801,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,163,1,1,30,5967,6349,0,438
ARG56_749_812,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG56_760_823,0,0,0,4,0,0,0,257,0,48,0,0,887,433,0,0,270,1,0,0,0,389,0,0
ARG56_771_834,0,0,0,0,0,0,0,0,0,0,0,0,501,353,0,0,1380,1149,0,0,2214,0,0,0
ARG56_782_845,1,0,1,1,0,267,0,0,1,85,33,276,758,1061,2091,681,1444,729,559,225,1111,1,0,0
ARG56_793_856,0,0,0,0,0,0,0,0,0,1,0,0,316,4,0,0,0,0,0,0,0,0,0,0
ARG56_800_863,0,8,0,0,0,0,0,0,0,0,9,193,0,0,0,39,0,80,0,0,0,0,0,0
ARG80_1_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
ARG80_12_75,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG80_23_86,0,0,0,0,0,0,1,514,123,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG80_34_97,0,0,0,206,128,142,46,0,35,30,0,0,0,1,185,0,0,0,0,0,0,0,0,0
ARG80_45_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG80_56_119,190,0,0,392,0,0,377,134,0,109,0,383,0,0,107,86,926,0,0,0,0,0,0,4
ARG80_67_130,0,42,270,87,197,0,31,267,142,174,150,74,362,248,1200,593,545,774,1,0,0,0,0,0
ARG80_78_141,0,0,0,0,0,0,0,0,1,0,0,0,0,365,0,0,0,0,1,585,0,0,0,0
ARG80_89_152,0,0,0,1128,0,0,0,0,0,0,0,991,422,478,522,54,0,0,291,0,498,0,0,0
ARG80_100_163,0,0,2,0,317,0,617,272,119,56,612,593,303,632,1249,1764,480,2043,437,1,0,0,0,0
ARG80_111_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0
ARG80_114_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARR1_1_64,246,0,0,128,285,0,110,24,728,22,29,0,345,0,130,0,0,0,0,0,0,0,0,1
